text,true_label,pred_label,pred_conf,num_deletable,spearman_attn_ig,alpha_adaptive,attention_auc,attention_comp,attention_suff,ig_auc,ig_comp,ig_suff,hybrid_fixed__norm=minmax__alpha=0.60_auc,hybrid_fixed__norm=minmax__alpha=0.60_comp,hybrid_fixed__norm=minmax__alpha=0.60_suff,hybrid_adaptive__norm=sum__amin=0.10__amax=0.60_auc,hybrid_adaptive__norm=sum__amin=0.10__amax=0.60_comp,hybrid_adaptive__norm=sum__amin=0.10__amax=0.60_suff,random_auc,random_comp,random_suff
i gave them back when we had our talk about him not feeling submissive to me anymore,0,0,0.9999904632568359,18,0.7627008527831958,0.4901737949148002,0.40605719839222737,0.03411746025085449,0.9996390425076243,0.6145897809416055,0.02494436502456665,0.002483665943145752,0.6225178305059671,0.02494436502456665,0.002483665943145752,0.6225178305059671,0.02494436502456665,0.002483665943145752,0.4066210237715858,0.2376636952161789,0.7374169364571571
i do bad i feel bad and that is my religion,0,0,0.9999877214431763,11,0.8506309062626504,0.506513595133095,0.2108478337526321,0.9717254228889942,0.03499096632003784,0.4217663925141096,0.11686700582504272,0.004851281642913818,0.3278522757813334,0.11686700582504272,0.004851281642913818,0.3278522757813334,0.11686700582504272,0.004851281642913818,0.4021902562305331,0.7476321160793304,0.5750125646591187
i really feel appalled and frustrated that up to now you haven t been messaging me back concerning this,3,3,0.9999865293502808,19,0.6472970249455966,0.47319887075257205,0.6728966653347015,5.245208740234375e-05,-4.5299530029296875e-06,0.40790728991851216,0.9817065820097923,-2.0265579223632812e-06,0.4657167908735574,0.9817065820097923,-2.0265579223632812e-06,0.4657167908735574,0.9817065820097923,-2.0265579223632812e-06,0.6985750205407386,0.19765849635004998,0.3927063047885895
i am drinking a raspberry vodka cruiser to help me unwind a bit as i was feeling cranky because i said to tim that i wanted some hot chips for tea but he took no notice and so i didnt get them like i wanted,3,3,0.9999969005584717,47,0.4871996218502714,0.45887641414146263,0.686997298989445,0.8529917448759079,0.626305103302002,0.6542826830293053,0.11162328720092773,0.0,0.5300419718027116,0.996349960565567,-1.1920928955078125e-07,0.6351623594760897,0.000425875186920166,0.0,0.5078257098468021,0.28647091835737226,0.5013299465179444
i felt tension in the class because i didnt feel safe by announcing that to everyone,1,1,0.9999803304672241,16,0.4759856756560748,0.4122636862459843,0.058575729574113215,0.9995723471220117,0.00017815828323364258,0.05392495306807064,0.999895087290497,2.872943878173828e-05,0.15214923001792616,0.02087390422821045,1.8596649169921875e-05,0.15184840138367692,0.02087390422821045,1.8596649169921875e-05,0.5641316415019537,0.20000898235302883,0.8266957218846074
i feel simultaneously like im part of some wonderful new family and a gatecrasher whos extremely lucky not to have been noticed,1,1,0.9994027614593506,25,0.5663083768967498,0.4528599234318005,0.4442083308740621,0.008551418781280518,0.029971837997436523,0.35360645054443013,0.004346370697021484,0.0004956722259521484,0.3548958211786158,0.004346370697021484,0.0004956722259521484,0.3548958211786158,0.004346370697021484,0.0004956722259521484,0.4932915619769483,0.2162578442133963,0.8080734941324408
i would feel a little more reassured if someone could point out an english class that doesnt include christianity as a major theme,1,1,0.9999837875366211,25,0.4113349476847053,0.43244390441919733,0.6380593435746049,0.16930288076400757,0.764316663146019,0.22219299362379843,0.1963862180709839,0.010306775569915771,0.24523832834329368,0.7223214209079742,0.0001392364501953125,0.18892920365560717,0.7223214209079742,0.0001392364501953125,0.457250863104564,0.222609081864357,0.949379100900137
im feeling energetic and motivated to do all the things ive been putting off all winter,1,1,0.9999843835830688,17,0.4827644782378489,0.4126779639980882,0.1926858248130884,0.9839913155883551,0.0005535483360290527,0.12251058240071871,0.9839913155883551,0.0005535483360290527,0.16628688742057424,0.9839913155883551,0.0005535483360290527,0.14226953683246393,0.9839913155883551,0.0005535483360290527,0.4326230127951567,0.4981879934668541,0.5926613367628306
i cobble together that have my blog address on them are fair game so feel free to use whatever you like,1,1,0.9999810457229614,22,0.46999055870153267,0.44244709620657807,0.29355561923873097,0.27410227060317993,0.04666459560394287,0.26353735958236935,0.9865240594372153,-6.318092346191406e-06,0.25407334003484716,0.9954307721927762,3.814697265625e-06,0.20326025672493417,0.9954307721927762,3.814697265625e-06,0.5235157113044853,0.04897394180297852,0.7783663831651211
i had to do a transition at speed i tried and sucked at it and ended up feeling like that special kid in school,1,1,0.9998012185096741,24,0.6184371656792039,0.4982195471029427,0.10665623644654261,0.9450777247548103,-5.429983139038086e-05,0.11548636668812831,0.9984964765608311,-0.0001799464225769043,0.11548636668812831,0.9984964765608311,-0.0001799464225769043,0.11548636668812831,0.9984964765608311,-0.0001799464225769043,0.547115239357372,0.19951360584236683,0.8682142746562022
i was feeling generous that saturday morning and told them to go ahead with their plan to have the stand and if they made enough money id take them to the theater to see a movie,1,2,0.5940490961074829,37,0.5784980159310711,0.47521410403859676,0.036831911037347696,0.5725732836872339,0.5940064796377555,0.02971869985397007,0.5940454029782813,0.005908966064453125,0.029782456293128236,0.5940390431778724,0.0014702081680297852,0.029782456293128236,0.5940390431778724,0.0014702081680297852,0.1643699730420929,0.23121236077859067,0.5932280637291114
i cant understand it and at times im dubious about it and feeling alone i envy him the solace he finds from his relationship with god,0,0,0.9999881982803345,27,0.7120368865699627,0.48784987171699523,0.1787685075192712,0.9983620998682454,0.00010144710540771484,0.3670892786234617,0.5557107925415039,0.00018340349197387695,0.27108306614682076,0.5557107925415039,0.00018340349197387695,0.28591031311079856,0.5557107925415039,0.00018340349197387695,0.3809399183373898,0.5925532459281385,0.4987335778772831
i always feel so amazed by him and so lucky to have him in my life,5,5,0.9999700784683228,16,0.7671943033090151,0.5144809755067771,0.05070228584354482,0.9976673221681267,0.9974948039744049,0.05117705137672601,0.9980755371507257,0.23637884855270386,0.05117627853669547,0.9980755371507257,0.23637884855270386,0.05117627853669547,0.9980755371507257,0.23637884855270386,0.2929049042101724,0.5990068424924175,0.7982287996448576
i feel broke and unhappy i still have so much more than so many other people,0,0,0.9999094009399414,16,0.7849328999173161,0.4997737815162675,0.3607226704712957,0.8936006128787994,0.0002181529998779297,0.3407291259616613,0.5441153347492218,0.023210644721984863,0.3407291259616613,0.5441153347492218,0.023210644721984863,0.3407291259616613,0.5441153347492218,0.023210644721984863,0.5711665247270139,0.2448480948805809,0.6717447766684927
i like the set up the ease of use it feels friendly,1,1,0.9998565912246704,12,0.3809671938464628,0.4939408049869958,0.3530423954345679,0.029303371906280518,-0.0001246929168701172,0.20553329764056796,0.8180543631315231,-0.0001322031021118164,0.20595040373513027,0.8180543631315231,-0.0001322031021118164,0.20553240455991498,0.8180543631315231,-0.0001322031021118164,0.595151768893229,0.03334133625030518,0.7529221714648884
im feeling still unsure about school,4,4,0.9999592304229736,6,0.6767633692869747,0.46950842411752436,0.14831164995848664,0.9849515585228801,0.13370466232299805,0.343301939452067,0.9849515585228801,0.13370466232299805,0.343301939452067,0.9849515585228801,0.13370466232299805,0.343301939452067,0.9849515585228801,0.13370466232299805,0.6158302881009877,0.1845928192138672,0.3305905818939209
i feel sufficiently satisfied i don t need religion i don t know if god exists although most of the time i tend to believe he doesn t,1,1,0.9999829530715942,28,0.8940384312408937,0.4822185289961435,0.15437180513763452,0.9319659098982811,0.0010905861854553223,0.13525739742406132,0.9650908894836903,2.384185791015625e-06,0.1388119824208843,0.9319659098982811,0.0010905861854553223,0.13831088989470572,0.9319659098982811,0.0010905861854553223,0.5041036322021683,0.369141186773777,0.8868277170695364
im feeling a little defeated this morning,0,0,0.999966025352478,7,0.6424452109375585,0.47380385244289736,0.23680685982108118,0.971796428784728,0.08271563053131104,0.1899521188810468,0.971796428784728,0.08271563053131104,0.1899521188810468,0.971796428784728,0.08271563053131104,0.1899521188810468,0.971796428784728,0.08271563053131104,0.4134608266502619,0.39656717553734777,0.6880700781941413
i definitely feel less agitated after working with them for a while and it gives my hands something to do,3,4,0.5721766948699951,20,0.7748064266120648,0.5198745522502627,0.06561019759974443,0.5388100780546665,0.05137896537780762,0.13839555983577156,0.5452741738408804,-0.09649693965911865,0.13839555983577156,0.5452741738408804,-0.09649693965911865,0.13839555983577156,0.5452741738408804,-0.09649693965911865,0.276865668122191,0.10962235326878726,0.35832432582974433
i know this is weird to say but i feel myself slowly just losing contact with this world and caring about whether im here or not,2,2,0.9998483657836914,26,0.006166508402119119,0.39041777931923793,0.16583741042461497,0.8419185131788254,0.01475292444229126,0.0765554589923795,0.9676388539373875,-2.1457672119140625e-05,0.1486125092004386,0.10711616277694702,0.0007638931274414062,0.05983049420233328,0.9676388539373875,-2.1457672119140625e-05,0.5486086851940434,0.19605073258280753,0.8643879796843976
i remember feeling very shy and insecure,4,4,0.9999650716781616,7,0.9177788727679405,0.5139839813281414,0.6364517100155354,-5.602836608886719e-06,0.01477360725402832,0.6175658769905568,-5.602836608886719e-06,0.01477360725402832,0.6175658769905568,-5.602836608886719e-06,0.01477360725402832,0.6175658769905568,-5.602836608886719e-06,0.01477360725402832,0.6400862669665366,0.000106048583984375,0.39376555010676384
i would feel a keen sense of loss over if ignored,1,1,0.9998617172241211,11,0.7172887641998565,0.4433282595011234,0.5949724562171468,0.22626972198486328,0.9881086843088269,0.4887438987881979,0.41569072008132935,0.9959615985862911,0.5719830587211618,0.22626972198486328,0.9881086843088269,0.5556155100170146,0.22626972198486328,0.9881086843088269,0.2736306444100319,0.41799456554435893,0.9362494035245618
i feel i m being punished for a crime i didn t commit,0,0,0.999994158744812,13,0.6205200419610071,0.4550131768155542,0.3296022489666939,0.12108480930328369,0.4163169860839844,0.2749219670891762,0.525021493434906,0.5714059770107269,0.2438653647899628,0.525021493434906,0.5714059770107269,0.24965195655822756,0.525021493434906,0.5714059770107269,0.5261152443289757,0.1793723613023758,0.8849011608399451
i feel like a successful pregnancy and birth would be very healing for me after all of this mess,1,1,0.9999774694442749,19,0.6913308361663855,0.4492300567012628,0.478175714817553,0.006299793720245361,0.5122242271900177,0.3772568064003281,0.10599333047866821,0.6255272328853607,0.4343123850605479,0.10599333047866821,0.6255272328853607,0.40188980523562345,0.10599333047866821,0.6255272328853607,0.5614445086014893,0.09748456478118897,0.5646363591017689
im feeling very shitty,0,0,0.9999943971633911,4,0.632455532033676,0.4650739067191556,0.24107516324147582,0.9904049290344119,0.82059545814991,0.14940667618066072,0.9904049290344119,0.82059545814991,0.11834952747449279,0.9904049290344119,0.82059545814991,0.11834952747449279,0.9904049290344119,0.82059545814991,0.43263393903151154,5.166530609130859e-05,0.8684547240845859
i feel so un appreciative of what i have,1,1,0.9995868802070618,10,0.3865321650581048,0.42410376497159485,0.5310762800263547,0.16951346397399902,0.8664244413375854,0.3844714987544649,0.16951346397399902,0.8664244413375854,0.38801470580383474,0.16951346397399902,0.8664244413375854,0.3844714987544649,0.16951346397399902,0.8664244413375854,0.5065495752105562,0.0023970484733581545,0.9959997681551613
im beginning to feel strongly that exercise while absolutely a vital part of health is something to be undertaken as an expression of an already healthy body via nutrition,1,1,0.9999823570251465,29,0.15692103345014763,0.39402149222646765,0.7154599019384478,0.000992119312286377,0.0006906986236572266,0.43950526865664874,0.26979660987854004,-2.9802322387695312e-06,0.32437257166602645,0.26979660987854004,-2.9802322387695312e-06,0.32438979293801823,0.26979660987854004,-2.9802322387695312e-06,0.7081796033064165,0.007721507549285888,0.672620508284308
im feeling dissatisfied w myself,3,3,0.9999954700469971,5,0.7905694150420949,0.4676808388539523,0.5707659236621112,0.13353031873703003,0.7582976669073105,0.4140044745057821,0.9888451937586069,0.625455230474472,0.4140044745057821,0.9888451937586069,0.625455230474472,0.4140044745057821,0.9888451937586069,0.625455230474472,0.49557156056165697,0.0801193118095398,0.5915757924318313
i feel like i could use therapy but im so disillusioned with it i dont even know where to start,0,0,0.9999933242797852,21,0.621501668470313,0.4351029227272222,0.2529218307696283,0.5658585131168365,6.079673767089844e-06,0.12094218414276839,0.7913545221090317,-1.1920928955078125e-06,0.16088357102125883,0.7097402811050415,2.86102294921875e-06,0.13641002215445042,0.7097402811050415,2.86102294921875e-06,0.38287510964437393,0.5438076252117753,0.7672761749061465
i feel depressed frustrated more dan the happy moments i have felt,0,0,0.9999938011169434,12,0.7372420695732474,0.4985591319974231,0.29822961478494103,0.982435679063201,-9.5367431640625e-07,0.23433749487739985,0.9995707806083374,0.052478134632110596,0.267873012117343,0.9995707806083374,0.052478134632110596,0.267873012117343,0.9995707806083374,0.052478134632110596,0.26306820296067596,0.752156173385265,0.8535917764529586
ive been feeling very agitated near guns,4,4,0.5597353577613831,7,0.47724501383932916,0.4502864929278251,0.6959528341889382,0.3830876797437668,-0.30430281162261963,0.3229954347014427,0.3830876797437668,-0.30430281162261963,0.3229954347014427,0.3830876797437668,-0.30430281162261963,0.3229954347014427,0.3830876797437668,-0.30430281162261963,0.46027627237141133,-0.0475622683763504,0.07713905870914459
i feel so lonely i sit at home thinking,0,0,0.9999938011169434,9,0.847579379526013,0.49193192600375935,0.1506266143172979,0.8970439434051514,0.7265420854091644,0.14330071732401847,0.9290177747607231,0.018391311168670654,0.14649810045957565,0.8970439434051514,0.7265420854091644,0.14649810045957565,0.8970439434051514,0.7265420854091644,0.5625508965784685,0.17978508472442628,0.7895017564296722
im feeling lethargic over everything,0,0,0.9999819993972778,7,0.8443565629465053,0.43470841776616065,0.37427083626389507,0.4063876271247864,0.9978885718155652,0.33701267121359707,0.986833025701344,0.8083218783140182,0.37427083626389507,0.4063876271247864,0.9978885718155652,0.37427083626389507,0.4063876271247864,0.9978885718155652,0.4722431964054704,0.17666157484054565,0.8145713998470455
i feel very dirty rel bookmark permanenter link zum eintrag,0,0,0.9999881982803345,14,0.6747936242303211,0.49751050604884484,0.16978731909766792,0.9513658583164215,0.9896072428673506,0.17447812873870133,0.9513658583164215,0.9896072428673506,0.17447812873870133,0.9513658583164215,0.9896072428673506,0.17447812873870133,0.9513658583164215,0.9896072428673506,0.24488071468331327,0.4904741238569841,0.7433174732141197
my sons mother told me that she wanted to move to vienna and take the child with her this means a rather long distance for me my whole family was sad and dumbfounded so that my own feelings were intensified,0,0,0.9988705515861511,42,0.28505402285648207,0.41338069840969804,0.8803393032401801,0.001784205436706543,0.0011684894561767578,0.6233512419043109,0.0020717978477478027,0.05619919300079346,0.6742986809462309,0.001632392406463623,0.001699209213256836,0.6704858552664518,0.001632392406463623,0.001699209213256836,0.7279736370034516,0.005508720874786377,0.6156131302937865
ive written bill gates about this and asked for d and touchable screens so you can feel the fabric and he has assured me that his engineers are working on it,1,1,0.9999289512634277,32,0.07561721397339899,0.3843911360930081,0.4130350923876905,0.1479758620262146,0.9368567317724228,0.19988751576552208,0.7255475521087646,-4.3392181396484375e-05,0.1402615283512205,0.9952413756400347,-8.106231689453125e-06,0.20303677719407462,0.7255475521087646,-4.3392181396484375e-05,0.5781933467149428,0.08174149990081787,0.5331810712814331
i feel somehow humorous,1,1,0.9999295473098755,4,0.316227766016838,0.4969956682335004,0.08150664256390883,0.9527639485895634,0.9998864006847725,0.24399371450272156,0.9527639485895634,0.9998864006847725,0.24399371450272156,0.9527639485895634,0.9998864006847725,0.24399371450272156,0.9527639485895634,0.9998864006847725,0.222648307447962,0.5716487847268581,0.9800998983890168
i am feeling grouchy and holding on to a number of feelings that are adding to that grouchiness,3,3,0.9999964237213135,21,0.5159636492961088,0.4785944502642221,0.3754896398633718,0.9534979052841663,0.0010142922401428223,0.4678163195028901,0.839045375585556,0.06736671924591064,0.3955353761091828,0.839045375585556,0.06736671924591064,0.3955353761091828,0.839045375585556,0.06736671924591064,0.6839483910799027,0.3587526373565197,0.42766634821891786
i first met kev we had a similar moment to appopenant ive met people eerily like demona i keep being suggested one of them as similar to me on twitter i keep feeling quite insulted and not going on twitter for a while and well the whole story arc involving svens brother,3,3,0.9999772310256958,61,0.6495966653370661,0.49325477185795696,0.48363227649824697,0.7908920496702194,-1.4066696166992188e-05,0.6326924705412239,0.8649019002914429,-1.633167266845703e-05,0.5885025136405603,0.621239423751831,-1.4424324035644531e-05,0.6001205556327477,0.621239423751831,-1.4424324035644531e-05,0.45672706802990437,0.39987690092439154,0.6801163360476494
i don t naturally feel like i ve got it going or where i feel vulnerable the lord has already got it covered,4,4,0.9992865920066833,23,0.7168716233162367,0.4797979077810529,0.14843907553004101,0.9576428234577179,0.017476379871368408,0.10384143451738054,0.9975591986440122,-0.0006771683692932129,0.11865979136200622,0.9981806263094768,-0.0006819367408752441,0.11726563654447089,0.9981806263094768,-0.0006819367408752441,0.29982359415036625,0.596115177127649,0.6728987228838378
i feel dumb for making that wild generalization about myself,0,0,0.9999911785125732,11,0.46899649966913703,0.45704433344789797,0.15498032281175259,0.7205589413642883,6.318092346191406e-06,0.22027865983545783,0.7367640137672424,0.04432874917984009,0.22254705093801025,0.7367640137672424,0.04432874917984009,0.22254705093801025,0.7367640137672424,0.04432874917984009,0.38156697530299427,0.6900783255696297,0.6434050504118204
i am supposed to feel being unhappy is not allowed for me,0,0,0.9999918937683105,12,0.49737383641065974,0.45615564709509115,0.2066030687594321,0.994845368899405,0.2795689105987549,0.3293278599943733,0.9998139600211289,0.0011894702911376953,0.2311632911529159,0.9998139600211289,0.0011894702911376953,0.24363435756822582,0.9998139600211289,0.0011894702911376953,0.5409267599895975,0.1659459501504898,0.8391266547143459
i for the ladies especially red bordered white or butter white saris and white or off white punjabi pyajama for the men offering pushpanjali to the durga ma along with the holy incantation the entire feeling in itself a splendid experience,1,1,0.9999831914901733,53,0.7274415102045474,0.5034215936214632,0.13736797826475142,0.9552886486053467,3.123283386230469e-05,0.1392919050918863,0.2423098087310791,9.179115295410156e-06,0.06699495920911432,0.9724603705108166,2.2530555725097656e-05,0.06724032871279634,0.9699232410639524,7.152557373046875e-06,0.6580893563458449,0.07976073026657104,0.35848968029022216
i am able to fully accept his love and feel delighted in by him,1,1,0.9999221563339233,14,0.5066483277007985,0.45606527699633403,0.547100961954311,0.010680139064788818,0.0004150867462158203,0.25951464082700115,0.008363127708435059,0.08258318901062012,0.2846432828135221,0.008363127708435059,0.08258318901062012,0.2860599107030794,0.008363127708435059,0.08258318901062012,0.5246327216267309,0.2914215803146362,0.6395285757258534
never experienced,3,4,0.9912087917327881,2,-0.9999999999999999,0.1595021356949459,0.478375244140625,0.666897714138031,0.10302942991256714,0.760309386253357,0.10302942991256714,0.666897714138031,0.478375244140625,0.666897714138031,0.10302942991256714,0.478375244140625,0.666897714138031,0.10302942991256714,0.6475357294082642,0.3285767436027527,0.44135040044784546
im afraid that someone who i love will feel unimportant and i will die without ever being able to tell them how special they are and how thankful i am to have had them in my life,0,0,0.9999748468399048,38,0.5834614006781977,0.4897251300836084,0.45746201320766877,0.9787749852985144,0.8488331586122513,0.2532856570906006,0.8214910477399826,-1.704692840576172e-05,0.2550932692713104,0.8214910477399826,-1.704692840576172e-05,0.2550932692713104,0.8214910477399826,-1.704692840576172e-05,0.5289194129904262,0.24358107362058945,0.8575215667486191
i remember feeling curious by his excitement and watching him cheer for a photo finish to see what it all meant and how you reacted to it,5,5,0.9999778270721436,27,0.7218243351826082,0.5152812930068644,0.056168911024906266,0.9972242848016322,2.9802322387695312e-06,0.05551571976175183,0.9996773020538967,3.993511199951172e-05,0.05551571976175183,0.9996773020538967,3.993511199951172e-05,0.05551571976175183,0.9996773020538967,3.993511199951172e-05,0.4880983147967936,0.20006070616655053,0.978461874673485
ive been feeling discontent i feel like somethings missing,0,0,0.9999707937240601,11,0.2804782988217388,0.43354926920529724,0.2290301462635398,0.966349583119154,0.8458871394395828,0.5461858749389649,0.0011135339736938477,0.0005671977996826172,0.5461858749389649,0.0011135339736938477,0.0005671977996826172,0.5461858749389649,0.0011135339736938477,0.0005671977996826172,0.443717186592985,0.38756645247340205,0.4784252434037626
i can feel my mind clearing the tightening in my shoulders starting to ease my heart is opening and i feel more peaceful,1,1,0.9999117851257324,23,0.6009435238995129,0.4243573909970212,0.3963395002603647,0.9426504373550415,0.9921101154759526,0.34981583266780947,0.5817920863628387,-7.212162017822266e-05,0.3250866709815455,0.35647106170654297,0.0038836002349853516,0.3135201487064478,0.35647106170654297,0.0038836002349853516,0.6134842228583876,0.15716816782951354,0.8337978671304882
i started out feeling quite fearful of the whole situation being reborn etc,4,4,0.9999771118164062,13,0.5872778968559531,0.4726201229559406,0.30956321879639287,0.9736666548997164,9.620189666748047e-05,0.2273602484689036,0.9992837335448712,3.5643577575683594e-05,0.2274247039167676,0.9992837335448712,3.5643577575683594e-05,0.2274247039167676,0.9992837335448712,3.5643577575683594e-05,0.6873283968097531,0.00018608570098876953,0.7714877098798751
i mean i am feeling what im feeling annoyed but yet i have no legitimate grounds to defend my anger because technically he doesnt owe me anything,3,3,0.9828492999076843,27,0.6894034116532199,0.48358732631576273,0.22761667678132652,0.9223568066954613,0.0084306001663208,0.1569210080023254,0.8385820239782333,0.0012736916542053223,0.16972056021913884,0.8385820239782333,0.0012736916542053223,0.16972056021913884,0.8385820239782333,0.0012736916542053223,0.5143823741161327,0.1786712884902954,0.26589820384979246
i feel so useless and i feel so annoyed,0,0,0.9999842643737793,9,0.7458698539828915,0.43684470462343583,0.09000450587709566,0.9999807326280461,0.36432886123657227,0.14675525202451353,0.9032393768429756,0.9256773665547371,0.09643965205987116,0.9999807326280461,0.36432886123657227,0.10128864376683851,0.9999807326280461,0.36432886123657227,0.4695670881801288,0.2746787160293934,0.7453869864344597
i was feeling rather reluctant about it myself,4,4,0.9999469518661499,8,0.5212982933415373,0.46032513336286607,0.40950960908085104,0.9472319521009922,0.15326005220413208,0.2418924746143602,0.9472319521009922,0.15326005220413208,0.2418924746143602,0.9472319521009922,0.15326005220413208,0.2418924746143602,0.9472319521009922,0.15326005220413208,0.540404599524918,1.4424324035644531e-05,0.8741462990641594
i woke feeling lousy,0,0,0.9999909400939941,4,0.9486832980505139,0.5607052312280457,0.22560146767646072,0.9954529134556651,0.991187933832407,0.10153080020099878,0.9954529134556651,0.991187933832407,0.10153080020099878,0.9954529134556651,0.991187933832407,0.10153080020099878,0.9954529134556651,0.991187933832407,0.32215942863374947,0.3776394849643111,0.9309464223682881
i feel like im being pressured into this drinking scene,4,4,0.9999723434448242,10,0.73011631177642,0.47122361097212084,0.27095766286947764,0.9773506168276072,0.13882046937942505,0.22728752982802689,0.8865499198436737,0.0025995969772338867,0.19008839930756946,0.9773506168276072,0.13882046937942505,0.2308743369649164,0.9773506168276072,0.13882046937942505,0.6411458904109896,0.19786793384701012,0.7475202341564
i feel honored and blessed to see first hand the loving tender relationship my parents share,1,1,0.9999066591262817,16,0.8470179880463693,0.49615786992685595,0.1515484548372115,0.916884295642376,0.009528160095214844,0.19656161676630293,0.916884295642376,0.009528160095214844,0.1935239971988267,0.916884295642376,0.009528160095214844,0.19755877250809137,0.916884295642376,0.009528160095214844,0.4628415834618863,0.41734553110436534,0.6852426364319399
i cannot even explain it to myself so i just laugh and smile and feel amazing,1,5,0.6253772377967834,16,0.48485497396022537,0.5225429034274828,0.034026543800609946,0.6251716711994959,0.02256155014038086,0.03169040135451269,0.6253127217059955,0.034625351428985596,0.03169040135451269,0.6253127217059955,0.034625351428985596,0.03169040135451269,0.6253127217059955,0.034625351428985596,0.31931548068566373,-0.010231339931488037,0.6218729549029376
i am feeling so festive right now and not just because this was the lovely wintry scene when i walked the dog the other day look at his adorable snowy f,1,1,0.9999613761901855,33,0.6425708568958071,0.4811079862385993,0.27026588698463444,0.9999577050971311,0.9801373537629843,0.38250634880496365,0.0006262660026550293,-2.562999725341797e-05,0.38128117467967976,0.0006499290466308594,0.00022989511489868164,0.38128117467967976,0.0006499290466308594,0.00022989511489868164,0.4867284134656802,6.077289581298828e-05,0.6972882488626055
i began to feel impressed by the spirit of god to start a new sermon series,5,5,0.999977707862854,16,0.3976402073027458,0.4588349263391326,0.050996630531039956,0.9995005434029736,0.6216545701026917,0.05102391640147061,0.9973780771251768,-1.3589859008789062e-05,0.05102391640147061,0.9973780771251768,-1.3589859008789062e-05,0.05102391640147061,0.9973780771251768,-1.3589859008789062e-05,0.1261777596080947,0.9834896201558877,0.799322853360809
i would feel so virtuous if i could give up chocolate or soda or swearing for days,1,1,0.9999898672103882,17,0.4926168145284173,0.44259309051849727,0.2273249431105796,0.6865488588809967,0.5468395054340363,0.1199515132117085,0.8427173793315887,0.4085981845855713,0.20783777354517952,0.8427173793315887,0.4085981845855713,0.19220112821785731,0.8427173793315887,0.4085981845855713,0.40428848967228986,0.35468450039625166,0.7304896338842809
i told my husband that i feel really lame whenever i say this to people about blogging,0,0,0.9999868869781494,17,0.7192205492114893,0.5004608555987091,0.14914366882294416,0.998056843644008,0.00021153688430786133,0.19194985120557248,0.9481244124472141,0.005663156509399414,0.24671563371084632,0.9481244124472141,0.005663156509399414,0.24671563371084632,0.9481244124472141,0.005663156509399414,0.2825193546153605,0.770874073728919,0.7586449466645717
i found interest on erotica unlike porn which always end up messing with dirty images erotica exhibits sex in an elegant way and make it feel graceful lead to ecstasy,1,1,0.9976578950881958,34,0.6022644864943197,0.5005305717438059,0.2047391534759299,0.9910495155490935,0.3333922028541565,0.1688166061148877,0.9740324877202511,-0.002216815948486328,0.1688166061148877,0.9740324877202511,-0.002216815948486328,0.1688166061148877,0.9740324877202511,-0.002216815948486328,0.3957408707186187,0.5475429877638817,0.4646463983692229
i have been feeling seriously discontent with the whole holiday season,0,0,0.9999855756759644,11,0.5747506123396285,0.4773892527596758,0.3833313053473831,0.5203163325786591,6.091594696044922e-05,0.1676818070234731,0.937372125685215,3.039836883544922e-05,0.1676818070234731,0.937372125685215,3.039836883544922e-05,0.1676818070234731,0.937372125685215,3.039836883544922e-05,0.5513464154093527,0.35431747464463115,0.539901179075241
i feel like a caveman digging into these delicious gyros,1,1,0.9999822378158569,12,0.6384727970945349,0.48291490372437906,0.21972990997260244,0.22910362482070923,0.9936690437607467,0.18782668491894586,0.5443426966667175,0.21466678380966187,0.18782668491894586,0.5443426966667175,0.21466678380966187,0.18782668491894586,0.5443426966667175,0.21466678380966187,0.37348456057957263,0.09855567216873169,0.9936489475890994
i did feel fine although per his instructions i hadn t eaten since pm thursday and had the above colon cleansing so i felt close to dead by am friday,1,1,0.9999843835830688,32,0.7306605068643238,0.47723054164685763,0.5567678811739826,0.007483541965484619,0.9999713177048761,0.15230485004267394,0.9995143650739919,3.218650817871094e-05,0.12098660789033602,0.9917849712073803,9.059906005859375e-06,0.12006556895630638,0.9982217832002789,9.655952453613281e-06,0.5285345125382992,0.002384817600250244,0.9360735575683066
im feeling very optimistic right now,1,1,0.9999867677688599,6,0.6179143806533246,0.433181139690347,0.5173391084972536,0.025073707103729248,0.9206888377666473,0.4967139637203218,0.025073707103729248,0.9206888377666473,0.5877223243325717,0.025073707103729248,0.9206888377666473,0.4967139637203218,0.025073707103729248,0.9206888377666473,0.5626366092584794,0.006520974636077881,0.9906131549352721
ive delayed a few days writing this post because i cant adequately put into words how i feel on july st we welcomed our son silas wesley into the world,1,1,0.9999297857284546,33,0.7230595501684328,0.49329891405553916,0.40179564716054306,0.17785269021987915,0.01143711805343628,0.23658852359039886,0.8718073815107346,7.62939453125e-05,0.2676032733706961,0.25716596841812134,0.1914592981338501,0.23006444355232816,0.8060412108898163,0.002449929714202881,0.6256768765974995,0.20106606483459472,0.5488958269357681
i feel like i m going to break at any second and become as mad and deranged a la helena bonham carter in sweeney todd,3,3,0.9999415874481201,30,0.6911773113058086,0.4734224823626333,0.19125876594334842,0.9971188658382744,0.0014162659645080566,0.27170206595910706,0.9763699658215046,0.3814978003501892,0.32111871914821677,0.8806752786040306,0.564859539270401,0.3197466179903131,0.8806752786040306,0.564859539270401,0.48585696795955297,0.3990701181814075,0.4761856310069561
