id,true_label,pred_label,method,method_full,alpha_adaptive,top_tokens,text
24,2,2,Integrated Gradients,ig,,"[[""Ġsupporting"", 0.3341600208777369], [""Ġme"", 0.1221423445560632], [""Ġyou"", 0.12017368103335875], [""i"", 0.07871938930591867], [""Ġfeel"", 0.07841504397484857], [""Ġwith"", 0.054379012034506666], [""Ġmuch"", 0.05291920279326924], [""Ġdo"", 0.046304198521809184], [""Ġlike"", 0.03265358093945355], [""Ġso"", 0.03063954392608113]]",i feel like i can do so much with you supporting me
24,2,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġsupporting"", 0.4531682997427585], [""Ġyou"", 0.3338572683186172], [""Ġme"", 0.09497237524232613], [""i"", 0.030765452851858638], [""Ġfeel"", 0.03059107335248619], [""Ġwith"", 0.017189601063697085], [""Ġmuch"", 0.016375664312495132], [""Ġdo"", 0.012698603105810734], [""Ġlike"", 0.005076139276781275], [""Ġso"", 0.003964559156657544]]",i feel like i can do so much with you supporting me
24,2,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.44906693454006874,"[[""Ġsupporting"", 0.39365149530310495], [""Ġyou"", 0.27575934512609107], [""Ġme"", 0.09723046816561659], [""i"", 0.04337267150718746], [""Ġfeel"", 0.04320148921944696], [""Ġwith"", 0.029959355540523827], [""Ġmuch"", 0.029155098360262154], [""Ġdo"", 0.025519075470580202], [""Ġlike"", 0.017989986109425454], [""Ġso"", 0.016888899294784748]]",i feel like i can do so much with you supporting me
25,0,0,Attention,attention,,"[[""Ġvictimized"", 0.3761738846346972], [""Ġbeing"", 0.3761738846346972], [""Ġmore"", 0.11876095903072706], [""Ġpowerful"", 0.11876095903072706], [""Ġyou"", 0.0037726069493726074], [""Ġare"", 0.0037726069493726074], [""Ġby"", 0.0007008850445572088], [""Ġsomething"", 0.0007008850445572088], [""Ġthan"", 0.0002681845523548765], [""Ġyou"", 0.0002681845523548765]]",i know that accepting responsibility can be tough sometimes especially when you truly feel that you are being victimized by something more powerful than you
25,0,0,Integrated Gradients,ig,,"[[""Ġvictimized"", 0.3145588499619367], [""Ġby"", 0.13436059630344502], [""Ġbeing"", 0.1322718963126625], [""Ġpowerful"", 0.09003039915166837], [""Ġmore"", 0.07093387331217584], [""Ġthan"", 0.03890092811580595], [""Ġsomething"", 0.03567366031340891], [""i"", 0.026052667851314826], [""Ġare"", 0.023558914208683106], [""Ġtough"", 0.021450888442379284]]",i know that accepting responsibility can be tough sometimes especially when you truly feel that you are being victimized by something more powerful than you
25,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġvictimized"", 0.35973901647608214], [""Ġbeing"", 0.28137332161064776], [""Ġpowerful"", 0.108765032349581], [""Ġmore"", 0.10055538000217883], [""Ġby"", 0.05698630683172934], [""Ġthan"", 0.015688294475681472], [""Ġsomething"", 0.014560504226680327], [""Ġare"", 0.011195381998207937], [""i"", 0.010006674532058278], [""Ġtough"", 0.008132390543048809]]",i know that accepting responsibility can be tough sometimes especially when you truly feel that you are being victimized by something more powerful than you
25,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.47032348952788794,"[[""Ġvictimized"", 0.3435378480766112], [""Ġbeing"", 0.24698473056307196], [""Ġpowerful"", 0.10354305633007715], [""Ġmore"", 0.09342807516127426], [""Ġby"", 0.07149729449487496], [""Ġthan"", 0.020731041353007587], [""Ġsomething"", 0.019225142610487956], [""Ġare"", 0.014252949133613208], [""i"", 0.013801678128699266], [""Ġtough"", 0.011445772991974456]]",i know that accepting responsibility can be tough sometimes especially when you truly feel that you are being victimized by something more powerful than you
26,2,2,Attention,attention,,"[[""Ġhot"", 0.4861137102751442], [""Ġbecause"", 0.4861137102751442], [""Ġunderstatement"", 0.019216364796467256], [""Ġgoing"", 0.0010029808839526417], [""Ġis"", 0.0010029808839526417], [""Ġfeeling"", 0.0009514938356117336], [""Ġthis"", 0.0009514938356117336], [""Ġto"", 0.0008898974516418617], [""Ġbe"", 0.0008898974516418617], [""Ġa"", 0.00044119122060467375]]",i have a feeling this is going to be a trend with bella andres books because hot is an understatement
26,2,2,Integrated Gradients,ig,,"[[""Ġhot"", 0.2629198802546991], [""Ġis"", 0.11779026671794077], [""Ġbecause"", 0.11159352567492253], [""Ġfeeling"", 0.10925005160187047], [""Ġunderstatement"", 0.05583364136591939], [""i"", 0.03111001940662806], [""Ġa"", 0.02999685446622438], [""Ġan"", 0.029136417174539162], [""lla"", 0.025963219136863475], [""Ġgoing"", 0.02360989898499275]]",i have a feeling this is going to be a trend with bella andres books because hot is an understatement
26,2,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġhot"", 0.419532572193404], [""Ġbecause"", 0.3433030826686774], [""Ġis"", 0.05473683194836351], [""Ġfeeling"", 0.05087547258551472], [""Ġunderstatement"", 0.03493192703485865], [""i"", 0.011051559712565504], [""Ġa"", 0.010645943779995152], [""Ġan"", 0.010078135755872429], [""lla"", 0.008561650120335064], [""Ġgoing"", 0.007765811209783816]]",i have a feeling this is going to be a trend with bella andres books because hot is an understatement
26,2,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.47419557991547856,"[[""Ġhot"", 0.3687574079148009], [""Ġbecause"", 0.28918934180147676], [""Ġis"", 0.062037712839705716], [""Ġfeeling"", 0.057895354197889465], [""Ġunderstatement"", 0.038469890668142576], [""i"", 0.016444454555567492], [""Ġa"", 0.01598168959368115], [""Ġan"", 0.015423126892277015], [""lla"", 0.013819409671099634], [""Ġgoing"", 0.012889798345968309]]",i have a feeling this is going to be a trend with bella andres books because hot is an understatement
27,0,0,Attention,attention,,"[[""Ġdisappointed"", 0.49649830669706996], [""Ġthat"", 0.49649830669706996], [""Ġour"", 0.0029740307909173827], [""Ġintimate"", 0.0029740307909173827], [""Ġfeel"", 0.0003648335884976884], [""Ġd"", 0.0003648335884976884], [""i"", 7.197416416303184e-05], [""Ġso"", 5.410736370627355e-05], [""Ġmeaningless"", 5.410736370627355e-05], [""Ġup"", 2.1757094778509604e-05]]",i woke up with a total stranger in my bed i think i d feel disappointed that our intimate encounter had turned out to be so meaningless
27,0,0,Integrated Gradients,ig,,"[[""Ġdisappointed"", 0.2761206898793293], [""Ġthat"", 0.1241869465987681], [""Ġfeel"", 0.11855238847099958], [""i"", 0.05427089055197983], [""Ġintimate"", 0.05226946231297124], [""Ġwoke"", 0.05010547864617661], [""Ġour"", 0.03907616191060867], [""Ġd"", 0.03565548519439852], [""Ġi"", 0.028740422408632435], [""Ġtotal"", 0.027699986809217654]]",i woke up with a total stranger in my bed i think i d feel disappointed that our intimate encounter had turned out to be so meaningless
27,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdisappointed"", 0.4211335546342884], [""Ġthat"", 0.35223533258684286], [""Ġfeel"", 0.0519988303924711], [""Ġintimate"", 0.023506675945665422], [""i"", 0.022673033019724433], [""Ġwoke"", 0.0207539906249221], [""Ġour"", 0.01752383815707703], [""Ġd"", 0.014407120179354693], [""Ġi"", 0.011053733795927743], [""Ġtotal"", 0.010584195485527527]]",i woke up with a total stranger in my bed i think i d feel disappointed that our intimate encounter had turned out to be so meaningless
27,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5003051411397803,"[[""Ġdisappointed"", 0.38637674456537746], [""Ġthat"", 0.31045623416069257], [""Ġfeel"", 0.05942254714454394], [""Ġintimate"", 0.027606704487783712], [""i"", 0.027154894038949995], [""Ġwoke"", 0.025048335266598925], [""Ġour"", 0.021014080105324667], [""Ġd"", 0.01799939076179349], [""Ġi"", 0.014362546903178891], [""Ġtotal"", 0.013844542470843256]]",i woke up with a total stranger in my bed i think i d feel disappointed that our intimate encounter had turned out to be so meaningless
28,0,0,Attention,attention,,"[[""Ġlittle"", 0.49915981249115143], [""Ġdisappointed"", 0.49915981249115143], [""Ġa"", 0.0005205230840701889], [""Ġfeeling"", 0.0005205230840701889], [""whelming"", 0.00037863820910032916], [""Ġas"", 2.989132827665828e-05], [""Ġthis"", 2.989132827665828e-05], [""Ġbit"", 2.8365660569101446e-05], [""Ġunder"", 2.8365660569101446e-05], [""Ġwas"", 2.6989943838007884e-05]]",i had high expectations for this product but unfortunately was left feeling a little disappointed as this for me was a bit underwhelming
28,0,0,Integrated Gradients,ig,,"[[""Ġdisappointed"", 0.3433957851191833], [""Ġlittle"", 0.13462142616846118], [""Ġas"", 0.08860460715670185], [""Ġhigh"", 0.055552319252708364], [""Ġfeeling"", 0.05369160817223905], [""Ġhad"", 0.035614890203577526], [""Ġexpectations"", 0.03210315936606492], [""Ġleft"", 0.02649377559737206], [""Ġa"", 0.025006136107684814], [""i"", 0.02177875960653622]]",i had high expectations for this product but unfortunately was left feeling a little disappointed as this for me was a bit underwhelming
28,0,0,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdisappointed"", 0.45664381415824273], [""Ġlittle"", 0.35944423582353563], [""Ġas"", 0.038537200231310416], [""Ġhigh"", 0.023134421656735234], [""Ġfeeling"", 0.0225770555654852], [""Ġhad"", 0.01385210506195133], [""Ġexpectations"", 0.012214308732324642], [""Ġleft"", 0.009605637862750425], [""Ġa"", 0.009221891631465851], [""i"", 0.007408634766019207]]",i had high expectations for this product but unfortunately was left feeling a little disappointed as this for me was a bit underwhelming
28,0,0,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4484374788294574,"[[""Ġdisappointed"", 0.41324621284619123], [""Ġlittle"", 0.2980941010675672], [""Ġas"", 0.048884384902567225], [""Ġhigh"", 0.03064311041610773], [""Ġfeeling"", 0.02984770082867405], [""Ġhad"", 0.01964637178411031], [""Ġexpectations"", 0.01770731653353637], [""Ġleft"", 0.01461556060828438], [""Ġa"", 0.014025869535781343], [""i"", 0.012013572911093034]]",i had high expectations for this product but unfortunately was left feeling a little disappointed as this for me was a bit underwhelming
29,3,3,Attention,attention,,"[[""Ġtoo"", 0.4887265241585143], [""Ġaggravated"", 0.4887265241585143], [""Ġfeel"", 0.0066512723659616305], [""Ġbadly"", 0.0066512723659616305], [""i"", 0.004442434412552125], [""Ġabout"", 0.001090226752800072], [""Ġgetting"", 0.001090226752800072], [""Ġminim"", 0.00036019901887097917], [""ally"", 0.00036019901887097917], [""Ġof"", 0.0003562731168738954]]",i feel badly about getting aggravated too cuz he does a lot for us and asks minimally of me
29,3,3,Integrated Gradients,ig,,"[[""Ġaggravated"", 0.3548844245834369], [""Ġbadly"", 0.1491231300915215], [""Ġtoo"", 0.10208107986810315], [""Ġgetting"", 0.08824841207757966], [""Ġabout"", 0.06387074655206358], [""Ġfeel"", 0.05969263844142283], [""uz"", 0.034239256962222867], [""Ġc"", 0.030766560884075977], [""i"", 0.01272322616009607], [""Ġfor"", 0.012516126293956834]]",i feel badly about getting aggravated too cuz he does a lot for us and asks minimally of me
29,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġaggravated"", 0.44598432413615596], [""Ġtoo"", 0.33614370726947607], [""Ġbadly"", 0.06712263676205872], [""Ġgetting"", 0.03733404820722076], [""Ġfeel"", 0.028265950033493137], [""Ġabout"", 0.026742187478054274], [""uz"", 0.013290657307207491], [""Ġc"", 0.011781804329634453], [""i"", 0.006531904094997171], [""Ġfor"", 0.003885905134228206]]",i feel badly about getting aggravated too cuz he does a lot for us and asks minimally of me
29,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.47401824784868074,"[[""Ġaggravated"", 0.4183280221124038], [""Ġtoo"", 0.2853580759093186], [""Ġbadly"", 0.08158886972470511], [""Ġgetting"", 0.046933841784257045], [""Ġfeel"", 0.03455006303083226], [""Ġabout"", 0.03411163455778728], [""uz"", 0.01807055563739433], [""Ġc"", 0.016243980869521616], [""i"", 0.008797979765125476], [""Ġfor"", 0.006671220120301458]]",i feel badly about getting aggravated too cuz he does a lot for us and asks minimally of me
30,3,3,Attention,attention,,"[[""Ġas"", 0.4807668600752201], [""Ġdistracted"", 0.4807668600752201], [""Ġm"", 0.015564040306137943], [""Ġfeeling"", 0.015564040306137943], [""Ġtyping"", 0.0033853241855936636], [""Ġi"", 0.0017419657531681722], [""Ġm"", 0.0017419657531681722], [""i"", 0.00040745122671171426], [""Ġte"", 7.740393637561918e-06], [""Ġbought"", 7.740393637561918e-06]]",i bought teal nail polish yesterday painted my nails teal and now i m feeling distracted as i m typing
30,3,3,Integrated Gradients,ig,,"[[""Ġdistracted"", 0.41129735679463997], [""Ġfeeling"", 0.13380323560879828], [""Ġas"", 0.11514298542932391], [""Ġm"", 0.05545929399505026], [""i"", 0.0354223710526592], [""Ġtyping"", 0.024224888029137383], [""Ġi"", 0.023598701655263996], [""Ġte"", 0.01978445480253901], [""Ġpainted"", 0.01867758352860787], [""Ġyesterday"", 0.018186182230165326]]",i bought teal nail polish yesterday painted my nails teal and now i m feeling distracted as i m typing
30,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġdistracted"", 0.4769166717061441], [""Ġas"", 0.339080223636997], [""Ġfeeling"", 0.06863931046841519], [""Ġm"", 0.03217639894699387], [""i"", 0.013756708502309534], [""Ġtyping"", 0.010331915319250078], [""Ġi"", 0.009054445547028998], [""Ġte"", 0.006234420273174759], [""Ġpainted"", 0.0057224545442857355], [""Ġyesterday"", 0.005492266800076212]]",i bought teal nail polish yesterday painted my nails teal and now i m feeling distracted as i m typing
30,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4927517966391648,"[[""Ġdistracted"", 0.44552857934777623], [""Ġas"", 0.29530480655526203], [""Ġfeeling"", 0.0755406596902433], [""Ġm"", 0.03580083606246345], [""i"", 0.018168706399247263], [""Ġtyping"", 0.013956155504054638], [""Ġi"", 0.012828755770838543], [""Ġte"", 0.010035957556183398], [""Ġpainted"", 0.009477123241740272], [""Ġyesterday"", 0.009226645965418197]]",i bought teal nail polish yesterday painted my nails teal and now i m feeling distracted as i m typing
31,3,3,Attention,attention,,"[[""Ġfucked"", 0.42589599861977157], [""Ġup"", 0.42589599861977157], [""Ġdont"", 0.033965560548353736], [""Ġlike"", 0.033965560548353736], [""Ġdont"", 0.032915535607901766], [""Ġfollow"", 0.032915535607901766], [""Ġbitch"", 0.0034334825742025274], [""Ġa"", 0.0034334825742025274], [""qus"", 0.0008514926677708788], [""Ġconfig"", 0.0008514926677708788]]",i feel like a bitch if i dont follow someone back but i dont like their account lol my logic is fucked up var disqus config function var config this access to the config object config
31,3,3,Integrated Gradients,ig,,"[[""Ġfucked"", 0.25655986495452776], [""Ġup"", 0.1070680589462261], [""Ġis"", 0.08346230823282869], [""Ġfollow"", 0.07476883586084376], [""Ġlike"", 0.04740890045773942], [""Ġdont"", 0.03170381051956412], [""Ġbitch"", 0.031207136232095735], [""Ġsomeone"", 0.027114023707993342], [""Ġif"", 0.023089388575841557], [""Ġlogic"", 0.02089006781340693]]",i feel like a bitch if i dont follow someone back but i dont like their account lol my logic is fucked up var disqus config function var config this access to the config object config
31,3,3,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġfucked"", 0.3708842944844669], [""Ġup"", 0.3028616059407741], [""Ġfollow"", 0.0522852706051555], [""Ġlike"", 0.04046604142856669], [""Ġis"", 0.03665573264706255], [""Ġdont"", 0.03268955573531556], [""Ġdont"", 0.028304434202646032], [""Ġbitch"", 0.014767492270227073], [""Ġsomeone"", 0.01108753575319643], [""Ġa"", 0.009556383860426287]]",i feel like a bitch if i dont follow someone back but i dont like their account lol my logic is fucked up var disqus config function var config this access to the config object config
31,3,3,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5026910894564428,"[[""Ġfucked"", 0.341683630471051], [""Ġup"", 0.2673400232898737], [""Ġfollow"", 0.05372955475934474], [""Ġis"", 0.041650308253471824], [""Ġlike"", 0.04065105327275705], [""Ġdont"", 0.03231293392434227], [""Ġdont"", 0.027359344731791926], [""Ġbitch"", 0.01724556801662348], [""Ġsomeone"", 0.01368789364353657], [""Ġif"", 0.01160678916969134]]",i feel like a bitch if i dont follow someone back but i dont like their account lol my logic is fucked up var disqus config function var config this access to the config object config
32,1,2,Attention,attention,,"[[""Ġgracious"", 0.4395375451597823], [""Ġa"", 0.4395375451597823], [""Ġenvironment"", 0.06032993236224837], [""Ġhome"", 0.06032993236224837], [""Ġof"", 4.0518692136340646e-05], [""Ġexhibiting"", 4.0518692136340646e-05], [""Ġin"", 1.8747681491778908e-05], [""Ġprowess"", 1.8747681491778908e-05], [""Ġmy"", 1.721797643181848e-05], [""Ġprove"", 1.721797643181848e-05]]",i think i feel the need to symbolically prove my prowess in the arena of exhibiting a gracious home environment
32,1,2,Integrated Gradients,ig,,"[[""Ġgracious"", 0.28568323044392346], [""Ġfeel"", 0.11663004488648121], [""Ġa"", 0.09159462230736111], [""Ġhome"", 0.08796278143332509], [""i"", 0.06266222724133053], [""Ġi"", 0.03851048908003637], [""Ġexhibiting"", 0.03476780977057603], [""Ġprowess"", 0.03391741558445833], [""Ġneed"", 0.03085548098682798], [""Ġthe"", 0.029094067006178958]]",i think i feel the need to symbolically prove my prowess in the arena of exhibiting a gracious home environment
32,1,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġgracious"", 0.4034428938167419], [""Ġa"", 0.3050664239502065], [""Ġhome"", 0.07569456846966967], [""Ġfeel"", 0.05403163424257191], [""Ġenvironment"", 0.038995316166591874], [""i"", 0.026672460716673247], [""Ġi"", 0.01443583853369121], [""Ġexhibiting"", 0.012557296356159358], [""Ġprowess"", 0.012113199437229636], [""Ġneed"", 0.010556712275282569]]",i think i feel the need to symbolically prove my prowess in the arena of exhibiting a gracious home environment
32,1,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4131126617664571,"[[""Ġgracious"", 0.34924239592044615], [""Ġa"", 0.23533424930972588], [""Ġhome"", 0.07654730160138183], [""Ġfeel"", 0.06845258972365928], [""i"", 0.03677622450433628], [""Ġenvironment"", 0.03405397146345195], [""Ġi"", 0.022605329504124194], [""Ġexhibiting"", 0.020421526117223275], [""Ġprowess"", 0.019913446656726654], [""Ġneed"", 0.018113335229903212]]",i think i feel the need to symbolically prove my prowess in the arena of exhibiting a gracious home environment
33,2,2,Attention,attention,,"[[""Ġloyal"", 0.4959072472262706], [""Ġthe"", 0.4959072472262706], [""Ġfans"", 0.0029398267372504642], [""Ġfor"", 0.0029398267372504642], [""Ġgreat"", 0.000853395168988376], [""Ġmusic"", 0.000853395168988376], [""Ġfrom"", 0.0002696025868924639], [""Ġdesire"", 0.0002696025868924639], [""i"", 4.369839315543541e-05], [""Ġthe"", 8.079084020379606e-06]]",i feel the desire from the loyal fans for great music
33,2,2,Integrated Gradients,ig,,"[[""Ġloyal"", 0.46001602550879644], [""Ġthe"", 0.15890682183893842], [""Ġfans"", 0.14395163611247447], [""Ġgreat"", 0.05670659348577981], [""Ġfor"", 0.033883063933296285], [""Ġfeel"", 0.03314438548644755], [""i"", 0.032460710961974136], [""Ġdesire"", 0.026130535425793036], [""Ġmusic"", 0.019697018044550995], [""Ġfrom"", 0.018560963762215374]]",i feel the desire from the loyal fans for great music
33,2,2,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġloyal"", 0.5144141817947816], [""Ġthe"", 0.36717887123550147], [""Ġfans"", 0.06405939693988724], [""Ġgreat"", 0.02014665519793439], [""Ġfor"", 0.010238456861993124], [""Ġfeel"", 0.008118055562349125], [""i"", 0.007805128302890854], [""Ġdesire"", 0.004845376081457511], [""Ġmusic"", 0.002049844249136724], [""Ġfrom"", 0.0011440337740680879]]",i feel the desire from the loyal fans for great music
33,2,2,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.504253074860175,"[[""Ġloyal"", 0.4781142844203211], [""Ġthe"", 0.3288403225696877], [""Ġfans"", 0.07284599764342091], [""Ġgreat"", 0.02854244649376258], [""Ġfor"", 0.01827984143106244], [""Ġfeel"", 0.016435301093514744], [""i"", 0.016114332696366366], [""Ġdesire"", 0.013090080523024948], [""Ġmusic"", 0.010195063268043012], [""Ġfrom"", 0.009337488646180772]]",i feel the desire from the loyal fans for great music
34,1,1,Attention,attention,,"[[""Ġfeel"", 0.4964320901549295], [""Ġbenevolent"", 0.4964320901549295], [""Ġand"", 0.0032927567810108966], [""Ġsad"", 0.0032927567810108966], [""Ġproud"", 0.0001703213639273278], [""Ġand"", 0.0001703213639273278], [""Ġbenevolent"", 9.334370894719096e-05], [""Ġor"", 9.334370894719096e-05], [""i"", 2.2975982370165296e-05]]",i feel benevolent and proud or benevolent and sad
34,1,1,Integrated Gradients,ig,,"[[""Ġbenevolent"", 0.397138884507216], [""Ġfeel"", 0.15046246273513933], [""Ġand"", 0.13841897971394115], [""Ġsad"", 0.07300361332021198], [""Ġbenevolent"", 0.06489720936082051], [""Ġproud"", 0.05978145410780605], [""Ġand"", 0.04430859184056317], [""Ġor"", 0.04055813261665293], [""i"", 0.031430671797648906]]",i feel benevolent and proud or benevolent and sad
34,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġbenevolent"", 0.5018931241956562], [""Ġfeel"", 0.3643010549542519], [""Ġand"", 0.059764751954378484], [""Ġsad"", 0.025150980354989114], [""Ġbenevolent"", 0.01870931607477065], [""Ġproud"", 0.015902027700297205], [""Ġand"", 0.00914536719606517], [""Ġor"", 0.005133377569591448], [""i"", 0.0]]",i feel benevolent and proud or benevolent and sad
34,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4998004887075831,"[[""Ġbenevolent"", 0.44676567721528576], [""Ġfeel"", 0.32337825159753086], [""Ġand"", 0.06932223270743657], [""Ġsad"", 0.038162093153695065], [""Ġbenevolent"", 0.03250820563787367], [""Ġproud"", 0.029987780830002853], [""Ġand"", 0.023808857433049325], [""Ġor"", 0.020333811345132416], [""i"", 0.01573309007999348]]",i feel benevolent and proud or benevolent and sad
35,1,1,Attention,attention,,"[[""Ġi"", 0.3723005194604255], [""Ġglad"", 0.3723005194604255], [""Ġdiscouraged"", 0.12975607490482427], [""Ġshaved"", 0.05833930706472504], [""Ġmy"", 0.05833930706472504], [""Ġi"", 0.0031747100114775184], [""Ġhad"", 0.0031747100114775184], [""Ġbe"", 0.0005923385818338297], [""Ġtotally"", 0.0005923385818338297], [""Ġit"", 0.00037417304462471354]]",i didnt know what to feel was i glad because if i had shaved my hair and it never fell out i would be totally discouraged
35,1,1,Integrated Gradients,ig,,"[[""Ġglad"", 0.3356462936453258], [""Ġi"", 0.1595458661237986], [""Ġbecause"", 0.14230701911031382], [""Ġdiscouraged"", 0.07846657383951837], [""Ġtotally"", 0.03630945032347877], [""i"", 0.028995305270091924], [""Ġshaved"", 0.01822909872769943], [""Ġfeel"", 0.017397315256047145], [""Ġhair"", 0.017212645143636386], [""Ġwas"", 0.01616598619586213]]",i didnt know what to feel was i glad because if i had shaved my hair and it never fell out i would be totally discouraged
35,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġglad"", 0.38350159369732695], [""Ġi"", 0.2977370051357051], [""Ġdiscouraged"", 0.11272195334660001], [""Ġbecause"", 0.06599433794616025], [""Ġshaved"", 0.04053466675108197], [""Ġmy"", 0.036932574934851185], [""Ġtotally"", 0.01469173875608571], [""i"", 0.010780621397888648], [""Ġfeel"", 0.005162287906168575], [""Ġhair"", 0.005053161499010002]]",i didnt know what to feel was i glad because if i had shaved my hair and it never fell out i would be totally discouraged
35,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.4012609557878982,"[[""Ġglad"", 0.35035420332955813], [""Ġi"", 0.24491600166997646], [""Ġdiscouraged"", 0.09904704805886744], [""Ġbecause"", 0.0852281577352134], [""Ġshaved"", 0.03432375926186605], [""Ġmy"", 0.029895380490560158], [""Ġtotally"", 0.02197756792804316], [""i"", 0.017364921457082006], [""Ġfeel"", 0.01044090186272954], [""Ġhair"", 0.010317500289845011]]",i didnt know what to feel was i glad because if i had shaved my hair and it never fell out i would be totally discouraged
36,1,1,Attention,attention,,"[[""Ġso"", 0.4997365255805037], [""Ġwelcomed"", 0.4997365255805037], [""Ġfeel"", 0.0002373027984494016], [""Ġi"", 0.0002373027984494016], [""i"", 2.6057378950170256e-05], [""Ġher"", 8.68634806589384e-06], [""Ġhome"", 8.68634806589384e-06], [""Ġin"", 4.4565835059397056e-06], [""Ġam"", 4.4565835059397056e-06]]",i am in her home i feel so welcomed
36,1,1,Integrated Gradients,ig,,"[[""Ġwelcomed"", 0.5368458869401453], [""Ġso"", 0.18185752691157103], [""Ġfeel"", 0.09588382492655542], [""i"", 0.07174330530711287], [""Ġi"", 0.038206131710164494], [""Ġhome"", 0.025147571906574302], [""Ġam"", 0.022776971483041978], [""Ġin"", 0.015607765111654067], [""Ġher"", 0.011931015703180493]]",i am in her home i feel so welcomed
36,1,1,Hybrid (Fixed α),hybrid_fixed__norm=minmax__alpha=0.60,,"[[""Ġwelcomed"", 0.5350753798285136], [""Ġso"", 0.3759984967016918], [""Ġfeel"", 0.03776052777276406], [""i"", 0.026815959839412627], [""Ġi"", 0.011914081252461371], [""Ġhome"", 0.005925122482280821], [""Ġam"", 0.00486027440407574], [""Ġin"", 0.0016476197582683625], [""Ġher"", 2.537960531669878e-06]]",i am in her home i feel so welcomed
36,1,1,Hybrid (Adaptive α),hybrid_adaptive__norm=sum__amin=0.10__amax=0.60,0.5199720527738758,"[[""Ġwelcomed"", 0.5175500561368449], [""Ġso"", 0.3471457223831601], [""Ġfeel"", 0.0461503064749222], [""i"", 0.03445234068261312], [""Ġi"", 0.018463401799519913], [""Ġhome"", 0.012076053978269144], [""Ġam"", 0.010935900163906552], [""Ġin"", 0.007494480746208763], [""Ġher"", 0.005731737634555316]]",i am in her home i feel so welcomed
37,1,1,Attention,attention,,"[[""Ġfeel"", 0.37535815806373946], [""Ġcontent"", 0.37535815806373946], [""ed"", 0.11777335640790848], [""Ġonly"", 0.11777335640790848], [""Ġi"", 0.0017725533574535575], [""Ġwhen"", 0.0017725533574535575], [""Ġsky"", 0.001183914523587946], [""Ġreflecting"", 0.001183914523587946], [""i"", 0.000919203252296207], [""Ġor"", 0.000801694056850513]]",i feel contented only when i reach a pool or lake or river or the sea reflecting sky where i can sit and be
37,1,1,Integrated Gradients,ig,,"[[""Ġcontent"", 0.34417417770669884], [""ed"", 0.1762460815467787], [""Ġfeel"", 0.152140046366055], [""Ġonly"", 0.05725102632636894], [""Ġwhen"", 0.035414976678059165], [""Ġreflecting"", 0.03211310791486641], [""i"", 0.032025954951868184], [""Ġi"", 0.019606942465951502], [""Ġreach"", 0.019248646644238913], [""Ġa"", 0.014698225849025536]]",i feel contented only when i reach a pool or lake or river or the sea reflecting sky where i can sit and be
